Genes	GO.ID_CC	Term_CC	Annotated_CC	Significant_CC	Expected_CC	Rank in classicFisher_CC	classicFisher_CC	elimFisher_CC	weight01Fisher_CC	parentchildFisher_CC	weightFisher_CC	leaFisher_CC
gbgene2621	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2628	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2629	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2687	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2711	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2723	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2737	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2740	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2755	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2772	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2776	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2779	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2782	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2791	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2793	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2799	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2830	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2838	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2861	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2876	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2883	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2884	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2887	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2889	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2898	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2905	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2907	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2912	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2928	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2942	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2943	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2944	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2972	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2978	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2979	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2981	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2985	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2989	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene2991	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3009	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3019	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3028	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene304	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3050	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3067	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3096	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene310	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3105	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3118	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3120	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3121	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3125	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3133	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3135	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3136	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3141	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3146	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3152	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3159	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3161	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3162	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3166	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3167	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene317	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3174	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3177	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3182	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3183	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3184	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene319	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3199	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3208	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3210	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3213	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3232	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3233	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3234	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene324	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3242	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3249	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3268	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3269	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3283	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3284	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3291	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3301	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3311	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3327	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3335	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3337	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3351	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3380	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3386	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene339	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3401	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3434	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3441	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3444	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3452	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3453	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3454	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3464	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3465	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3471	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3485	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3486	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3490	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3491	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3492	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene350	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene351	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3546	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3558	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3559	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3565	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3570	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3571	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3572	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3577	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3578	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3581	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3582	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3584	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3591	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3592	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3594	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3595	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3604	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3609	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3618	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3621	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3628	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3639	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3640	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene366	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3664	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3665	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene367	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3687	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3688	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3691	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3697	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3709	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3712	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3713	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene372	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3721	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3723	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3729	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3732	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3762	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3763	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3765	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3768	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3779	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3780	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3782	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3783	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene379	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3790	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3791	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3798	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3813	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3814	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3818	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3819	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3832	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3837	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3841	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3846	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3850	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3851	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3860	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3863	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene387	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene388	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene390	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3905	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3909	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3925	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3955	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene3961	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4037	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4038	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4039	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4040	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4045	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4047	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4094	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene410	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene413	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene414	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4154	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4155	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4169	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4170	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4178	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene418	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4183	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4186	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene42	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4216	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4223	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4225	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4226	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4229	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4282	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4283	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4289	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4290	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4296	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4304	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4320	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4337	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4342	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4354	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4359	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene44	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4420	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4423	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4426	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4467	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4469	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
gbgene4470	GO:0005886	plasma membrane	2086	5	12.98	66	0.9984	0.9984	0.9959	1.0000	0.9987	0.9984
