Genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	GO_ID_BP	Term_BP	Annotated_BP	Significant_BP	Expected_BP	Rank_in_classicFisher_BP	classicFisher_BP	elimFisher_BP	weight01Fisher_BP	parentchildFisher_BP	weightFisher_BP	leaFisher_BP	GO_ID_CC	Term_CC	Annotated_CC	Significant_CC	Expected_CC	Rank_in_classicFisher_CC	classicFisher_CC	elimFisher_CC	weight01Fisher_CC	parentchildFisher_CC	weightFisher_CC	leaFisher_CC	GO_ID_MF	Term_MF	Annotated_MF	Significant_MF	Expected_MF	Rank_in_classicFisher_MF	classicFisher_MF	elimFisher_MF	weight01Fisher_MF	parentchildFisher_MF	weightFisher_MF	leaFisher_MF
gbgene9359	3488.3107711947	-4.21865882936744	0.94986407235254	-6.91352924625315	4.72742158476528e-12	6.1872493701408e-08	GO:0051127	positive regulation of actin nucleation	21	4	0.07	13	6.3e-07	6.3e-07	6.3e-07	0.0175	6.3e-07	6.3e-07	GO:0030904	retromer complex	21	4	0.09	4	2e-06	2e-06	2e-06	2.5e-07	2e-06	2e-06	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene9359	3488.3107711947	-4.21865882936744	0.94986407235254	-6.91352924625315	4.72742158476528e-12	6.1872493701408e-08	GO:0070534	protein K63-linked ubiquitination	28	4	0.09	15	2.1e-06	2.1e-06	2.1e-06	0.0012	2.1e-06	2.1e-06	GO:0005769	early endosome	201	4	0.91	15	0.01248	0.01248	0.01248	0.02759	0.01248	0.01248	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene9359	3488.3107711947	-4.21865882936744	0.94986407235254	-6.91352924625315	4.72742158476528e-12	6.1872493701408e-08	GO:0070534	protein K63-linked ubiquitination	28	4	0.09	15	2.1e-06	2.1e-06	2.1e-06	0.0012	2.1e-06	2.1e-06	GO:0030904	retromer complex	21	4	0.09	4	2e-06	2e-06	2e-06	2.5e-07	2e-06	2e-06	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene14984	9604.30924322949	3.83754736947264	0.555337900569569	6.91345118830843	4.73002481334445e-12	6.19065647570521e-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene15509	4531.43980328606	-3.82330684908519	0.958380040468845	-6.8702884073652	6.40722342149465e-12	8.3857740140522e-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0042302	structural constituent of cuticle	117	21	0.61	1	6.9e-28	6.9e-28	6.4e-28	2e-13	9.9e-28	6.9e-28
gbgene8521	171514.135264443	-4.35884807944722	0.945287153604113	-6.74040285467488	1.57948079541181e-11	2.06722446503498e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0000812	Swr1 complex	11	1	0.05	20	0.04846	0.04846	0.04846	0.07237	0.04846	0.04846	GO:0003713	transcription coactivator activity	120	2	0.63	34	0.1294	0.1294	0.1294	0.2532	0.1294	0.1294
gbgene8521	171514.135264443	-4.35884807944722	0.945287153604113	-6.74040285467488	1.57948079541181e-11	2.06722446503498e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0000812	Swr1 complex	11	1	0.05	20	0.04846	0.04846	0.04846	0.07237	0.04846	0.04846	GO:0004402	histone acetyltransferase activity	24	2	0.13	8	0.00684	0.00684	0.00684	0.92	0.00684	0.00684
gbgene8521	171514.135264443	-4.35884807944722	0.945287153604113	-6.74040285467488	1.57948079541181e-11	2.06722446503498e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0016604	nuclear body	369	8	1.66	8	0.00021	0.00021	1.6e-05	0.00022	0.00021	0.00021	GO:0003713	transcription coactivator activity	120	2	0.63	34	0.1294	0.1294	0.1294	0.2532	0.1294	0.1294
gbgene8521	171514.135264443	-4.35884807944722	0.945287153604113	-6.74040285467488	1.57948079541181e-11	2.06722446503498e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0016604	nuclear body	369	8	1.66	8	0.00021	0.00021	1.6e-05	0.00022	0.00021	0.00021	GO:0004402	histone acetyltransferase activity	24	2	0.13	8	0.00684	0.00684	0.00684	0.92	0.00684	0.00684
gbgene8521	171514.135264443	-4.35884807944722	0.945287153604113	-6.74040285467488	1.57948079541181e-11	2.06722446503498e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0048471	perinuclear region of cytoplasm	271	3	1.22	32	0.12228	0.12228	0.12228	0.12451	0.12228	0.12228	GO:0003713	transcription coactivator activity	120	2	0.63	34	0.1294	0.1294	0.1294	0.2532	0.1294	0.1294
gbgene8521	171514.135264443	-4.35884807944722	0.945287153604113	-6.74040285467488	1.57948079541181e-11	2.06722446503498e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0048471	perinuclear region of cytoplasm	271	3	1.22	32	0.12228	0.12228	0.12228	0.12451	0.12228	0.12228	GO:0004402	histone acetyltransferase activity	24	2	0.13	8	0.00684	0.00684	0.00684	0.92	0.00684	0.00684
gbgene8756	625.023215810964	2.93382173311342	0.439613394223145	6.67104457716643	2.53989051889183e-11	3.32420871112563e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene15500	9757.08763389127	-4.1896380433218	0.949637504352637	-6.61310402190457	3.76343797858895e-11	4.92558762637722e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0042302	structural constituent of cuticle	117	21	0.61	1	6.9e-28	6.9e-28	6.4e-28	2e-13	9.9e-28	6.9e-28
gbgene17373	988.413124057892	3.09485499744328	0.468486780289702	6.60470628481159	3.98306234994468e-11	5.21303200360759e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene15499	2485.66835885616	-4.35294414763747	0.94538139065341	-6.56777189670226	5.10736975589445e-11	6.68452553651465e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0042302	structural constituent of cuticle	117	21	0.61	1	6.9e-28	6.9e-28	6.4e-28	2e-13	9.9e-28	6.9e-28
gbgene11357	25993.4001881401	-4.57487865411485	0.937486152576933	-6.566550014459	5.14943569117307e-11	6.73958143260731e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0031012	extracellular matrix	193	6	0.87	7	0.00021	0.00021	0.00097	0.76072	1	0.00021	GO:0042302	structural constituent of cuticle	117	21	0.61	1	6.9e-28	6.9e-28	6.4e-28	2e-13	9.9e-28	6.9e-28
gbgene12463	2793.52349293729	-3.94830637541172	0.601690986580354	-6.56644231528429	5.15315968011982e-11	6.74445538934082e-07	GO:0006032	chitin catabolic process	35	2	0.12	61	0.00617	0.00617	0.00617	0.4007	0.00617	0.00617	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	GO:0008061	chitin binding	58	3	0.3	6	0.00338	0.00338	0.00338	0.0011	0.00338	0.00338
gbgene12463	2793.52349293729	-3.94830637541172	0.601690986580354	-6.56644231528429	5.15315968011982e-11	6.74445538934082e-07	GO:0006032	chitin catabolic process	35	2	0.12	61	0.00617	0.00617	0.00617	0.4007	0.00617	0.00617	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	GO:0008061	chitin binding	58	3	0.3	6	0.00338	0.00338	0.00338	0.0011	0.00338	0.00338
gbgene12463	2793.52349293729	-3.94830637541172	0.601690986580354	-6.56644231528429	5.15315968011982e-11	6.74445538934082e-07	GO:0006032	chitin catabolic process	35	2	0.12	61	0.00617	0.00617	0.00617	0.4007	0.00617	0.00617	GO:0048471	perinuclear region of cytoplasm	271	3	1.22	32	0.12228	0.12228	0.12228	0.12451	0.12228	0.12228	GO:0008061	chitin binding	58	3	0.3	6	0.00338	0.00338	0.00338	0.0011	0.00338	0.00338
gbgene12463	2793.52349293729	-3.94830637541172	0.601690986580354	-6.56644231528429	5.15315968011982e-11	6.74445538934082e-07	GO:0007250	activation of NF-kappaB-inducing kinase activity	5	1	0.02	88	0.01682	0.01682	0.01682	0.0769	0.01682	0.01682	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	GO:0008061	chitin binding	58	3	0.3	6	0.00338	0.00338	0.00338	0.0011	0.00338	0.00338
gbgene12463	2793.52349293729	-3.94830637541172	0.601690986580354	-6.56644231528429	5.15315968011982e-11	6.74445538934082e-07	GO:0007250	activation of NF-kappaB-inducing kinase activity	5	1	0.02	88	0.01682	0.01682	0.01682	0.0769	0.01682	0.01682	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	GO:0008061	chitin binding	58	3	0.3	6	0.00338	0.00338	0.00338	0.0011	0.00338	0.00338
gbgene12463	2793.52349293729	-3.94830637541172	0.601690986580354	-6.56644231528429	5.15315968011982e-11	6.74445538934082e-07	GO:0007250	activation of NF-kappaB-inducing kinase activity	5	1	0.02	88	0.01682	0.01682	0.01682	0.0769	0.01682	0.01682	GO:0048471	perinuclear region of cytoplasm	271	3	1.22	32	0.12228	0.12228	0.12228	0.12451	0.12228	0.12228	GO:0008061	chitin binding	58	3	0.3	6	0.00338	0.00338	0.00338	0.0011	0.00338	0.00338
gbgene12463	2793.52349293729	-3.94830637541172	0.601690986580354	-6.56644231528429	5.15315968011982e-11	6.74445538934082e-07	GO:0010800	positive regulation of peptidyl-threonine phosphorylation	12	1	0.04	154	0.0399	0.0399	0.0399	0.0553	0.0399	0.0399	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	GO:0008061	chitin binding	58	3	0.3	6	0.00338	0.00338	0.00338	0.0011	0.00338	0.00338
gbgene12463	2793.52349293729	-3.94830637541172	0.601690986580354	-6.56644231528429	5.15315968011982e-11	6.74445538934082e-07	GO:0010800	positive regulation of peptidyl-threonine phosphorylation	12	1	0.04	154	0.0399	0.0399	0.0399	0.0553	0.0399	0.0399	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	GO:0008061	chitin binding	58	3	0.3	6	0.00338	0.00338	0.00338	0.0011	0.00338	0.00338
gbgene12463	2793.52349293729	-3.94830637541172	0.601690986580354	-6.56644231528429	5.15315968011982e-11	6.74445538934082e-07	GO:0010800	positive regulation of peptidyl-threonine phosphorylation	12	1	0.04	154	0.0399	0.0399	0.0399	0.0553	0.0399	0.0399	GO:0048471	perinuclear region of cytoplasm	271	3	1.22	32	0.12228	0.12228	0.12228	0.12451	0.12228	0.12228	GO:0008061	chitin binding	58	3	0.3	6	0.00338	0.00338	0.00338	0.0011	0.00338	0.00338
gbgene12463	2793.52349293729	-3.94830637541172	0.601690986580354	-6.56644231528429	5.15315968011982e-11	6.74445538934082e-07	GO:0032757	positive regulation of interleukin-8 production	5	1	0.02	89	0.01682	0.01682	0.01682	0.0641	0.01682	0.01682	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	GO:0008061	chitin binding	58	3	0.3	6	0.00338	0.00338	0.00338	0.0011	0.00338	0.00338
gbgene12463	2793.52349293729	-3.94830637541172	0.601690986580354	-6.56644231528429	5.15315968011982e-11	6.74445538934082e-07	GO:0032757	positive regulation of interleukin-8 production	5	1	0.02	89	0.01682	0.01682	0.01682	0.0641	0.01682	0.01682	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	GO:0008061	chitin binding	58	3	0.3	6	0.00338	0.00338	0.00338	0.0011	0.00338	0.00338
gbgene12463	2793.52349293729	-3.94830637541172	0.601690986580354	-6.56644231528429	5.15315968011982e-11	6.74445538934082e-07	GO:0032757	positive regulation of interleukin-8 production	5	1	0.02	89	0.01682	0.01682	0.01682	0.0641	0.01682	0.01682	GO:0048471	perinuclear region of cytoplasm	271	3	1.22	32	0.12228	0.12228	0.12228	0.12451	0.12228	0.12228	GO:0008061	chitin binding	58	3	0.3	6	0.00338	0.00338	0.00338	0.0011	0.00338	0.00338
gbgene12463	2793.52349293729	-3.94830637541172	0.601690986580354	-6.56644231528429	5.15315968011982e-11	6.74445538934082e-07	GO:0070741	response to interleukin-6	8	1	0.03	124	0.02677	0.02677	0.02677	0.0398	0.02677	0.02677	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	GO:0008061	chitin binding	58	3	0.3	6	0.00338	0.00338	0.00338	0.0011	0.00338	0.00338
gbgene12463	2793.52349293729	-3.94830637541172	0.601690986580354	-6.56644231528429	5.15315968011982e-11	6.74445538934082e-07	GO:0070741	response to interleukin-6	8	1	0.03	124	0.02677	0.02677	0.02677	0.0398	0.02677	0.02677	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	GO:0008061	chitin binding	58	3	0.3	6	0.00338	0.00338	0.00338	0.0011	0.00338	0.00338
gbgene12463	2793.52349293729	-3.94830637541172	0.601690986580354	-6.56644231528429	5.15315968011982e-11	6.74445538934082e-07	GO:0070741	response to interleukin-6	8	1	0.03	124	0.02677	0.02677	0.02677	0.0398	0.02677	0.02677	GO:0048471	perinuclear region of cytoplasm	271	3	1.22	32	0.12228	0.12228	0.12228	0.12451	0.12228	0.12228	GO:0008061	chitin binding	58	3	0.3	6	0.00338	0.00338	0.00338	0.0011	0.00338	0.00338
gbgene15504	2678.7065454613	-4.22301687606804	0.948807471519226	-6.52934755980857	6.60568040704404e-11	8.64551451673924e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0042302	structural constituent of cuticle	117	21	0.61	1	6.9e-28	6.9e-28	6.4e-28	2e-13	9.9e-28	6.9e-28
gbgene5757	4799.00312746997	-4.20886015935002	0.948792449805555	-6.47620079809014	9.40608565830164e-11	1.23106849095852e-06	GO:0034314	Arp2/3 complex-mediated actin nucleation	36	4	0.12	17	6e-06	6e-06	6e-06	0.5263	6e-06	6e-06	GO:0005769	early endosome	201	4	0.91	15	0.01248	0.01248	0.01248	0.02759	0.01248	0.01248	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene5757	4799.00312746997	-4.20886015935002	0.948792449805555	-6.47620079809014	9.40608565830164e-11	1.23106849095852e-06	GO:0034314	Arp2/3 complex-mediated actin nucleation	36	4	0.12	17	6e-06	6e-06	6e-06	0.5263	6e-06	6e-06	GO:0030904	retromer complex	21	4	0.09	4	2e-06	2e-06	2e-06	2.5e-07	2e-06	2e-06	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene5757	4799.00312746997	-4.20886015935002	0.948792449805555	-6.47620079809014	9.40608565830164e-11	1.23106849095852e-06	GO:0042147	retrograde transport, endosome to Golgi	53	4	0.18	20	2.9e-05	2.9e-05	2.9e-05	0.0035	2.9e-05	2.9e-05	GO:0005769	early endosome	201	4	0.91	15	0.01248	0.01248	0.01248	0.02759	0.01248	0.01248	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene5757	4799.00312746997	-4.20886015935002	0.948792449805555	-6.47620079809014	9.40608565830164e-11	1.23106849095852e-06	GO:0042147	retrograde transport, endosome to Golgi	53	4	0.18	20	2.9e-05	2.9e-05	2.9e-05	0.0035	2.9e-05	2.9e-05	GO:0030904	retromer complex	21	4	0.09	4	2e-06	2e-06	2e-06	2.5e-07	2e-06	2e-06	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene5757	4799.00312746997	-4.20886015935002	0.948792449805555	-6.47620079809014	9.40608565830164e-11	1.23106849095852e-06	GO:0042752	regulation of circadian rhythm	98	4	0.33	32	0.00032	0.00032	0.00032	8.4e-05	0.00032	0.00032	GO:0005769	early endosome	201	4	0.91	15	0.01248	0.01248	0.01248	0.02759	0.01248	0.01248	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene5757	4799.00312746997	-4.20886015935002	0.948792449805555	-6.47620079809014	9.40608565830164e-11	1.23106849095852e-06	GO:0042752	regulation of circadian rhythm	98	4	0.33	32	0.00032	0.00032	0.00032	8.4e-05	0.00032	0.00032	GO:0030904	retromer complex	21	4	0.09	4	2e-06	2e-06	2e-06	2.5e-07	2e-06	2e-06	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene5757	4799.00312746997	-4.20886015935002	0.948792449805555	-6.47620079809014	9.40608565830164e-11	1.23106849095852e-06	GO:0045892	negative regulation of transcription, DNA-templated	430	5	1.46	82	0.01403	0.01403	0.00108	0.0445	0.04853	0.01403	GO:0005769	early endosome	201	4	0.91	15	0.01248	0.01248	0.01248	0.02759	0.01248	0.01248	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene5757	4799.00312746997	-4.20886015935002	0.948792449805555	-6.47620079809014	9.40608565830164e-11	1.23106849095852e-06	GO:0045892	negative regulation of transcription, DNA-templated	430	5	1.46	82	0.01403	0.01403	0.00108	0.0445	0.04853	0.01403	GO:0030904	retromer complex	21	4	0.09	4	2e-06	2e-06	2e-06	2.5e-07	2e-06	2e-06	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene5757	4799.00312746997	-4.20886015935002	0.948792449805555	-6.47620079809014	9.40608565830164e-11	1.23106849095852e-06	GO:0051127	positive regulation of actin nucleation	21	4	0.07	13	6.3e-07	6.3e-07	6.3e-07	0.0175	6.3e-07	6.3e-07	GO:0005769	early endosome	201	4	0.91	15	0.01248	0.01248	0.01248	0.02759	0.01248	0.01248	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene5757	4799.00312746997	-4.20886015935002	0.948792449805555	-6.47620079809014	9.40608565830164e-11	1.23106849095852e-06	GO:0051127	positive regulation of actin nucleation	21	4	0.07	13	6.3e-07	6.3e-07	6.3e-07	0.0175	6.3e-07	6.3e-07	GO:0030904	retromer complex	21	4	0.09	4	2e-06	2e-06	2e-06	2.5e-07	2e-06	2e-06	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene5757	4799.00312746997	-4.20886015935002	0.948792449805555	-6.47620079809014	9.40608565830164e-11	1.23106849095852e-06	GO:0070534	protein K63-linked ubiquitination	28	4	0.09	15	2.1e-06	2.1e-06	2.1e-06	0.0012	2.1e-06	2.1e-06	GO:0005769	early endosome	201	4	0.91	15	0.01248	0.01248	0.01248	0.02759	0.01248	0.01248	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene5757	4799.00312746997	-4.20886015935002	0.948792449805555	-6.47620079809014	9.40608565830164e-11	1.23106849095852e-06	GO:0070534	protein K63-linked ubiquitination	28	4	0.09	15	2.1e-06	2.1e-06	2.1e-06	0.0012	2.1e-06	2.1e-06	GO:0030904	retromer complex	21	4	0.09	4	2e-06	2e-06	2e-06	2.5e-07	2e-06	2e-06	GO:0004842	ubiquitin-protein transferase activity	197	4	1.03	12	0.01916	0.01916	0.01916	0.7164	0.01916	0.01916
gbgene15147	1195.58991897036	-5.22788091455306	0.834816480420856	-6.46229194117561	1.03128888725174e-10	1.34975089563507e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene1080	4544.35401282374	3.43014127980078	0.531754003357345	6.45199534810853	1.10386968441752e-10	1.44474464296564e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene9384	31841.4483900588	-4.20513691542158	0.948547180380833	-6.4363165405695	1.22407625569808e-10	1.60207100345765e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0042302	structural constituent of cuticle	117	21	0.61	1	6.9e-28	6.9e-28	6.4e-28	2e-13	9.9e-28	6.9e-28
gbgene17286	9275.08053488834	-4.31607525730451	0.945310584690216	-6.41848449436745	1.37637622972377e-10	1.80140120946247e-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7683	11488.4300506305	-4.68673539645646	0.931440841359586	-6.40809509579549	1.47348998006741e-10	1.92850368591223e-06	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0001533	cornified envelope	20	7	0.09	1	1.7e-12	1.7e-12	1.7e-12	8.1e-14	1.7e-12	1.7e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7683	11488.4300506305	-4.68673539645646	0.931440841359586	-6.40809509579549	1.47348998006741e-10	1.92850368591223e-06	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7683	11488.4300506305	-4.68673539645646	0.931440841359586	-6.40809509579549	1.47348998006741e-10	1.92850368591223e-06	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7683	11488.4300506305	-4.68673539645646	0.931440841359586	-6.40809509579549	1.47348998006741e-10	1.92850368591223e-06	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0005813	centrosome	235	6	1.06	12	0.00061	0.00061	0.00061	0.07566	0.00061	0.00061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7683	11488.4300506305	-4.68673539645646	0.931440841359586	-6.40809509579549	1.47348998006741e-10	1.92850368591223e-06	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0016604	nuclear body	369	8	1.66	8	0.00021	0.00021	1.6e-05	0.00022	0.00021	0.00021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7683	11488.4300506305	-4.68673539645646	0.931440841359586	-6.40809509579549	1.47348998006741e-10	1.92850368591223e-06	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0070062	extracellular exosome	251	7	1.13	6	0.00012	0.00012	0.00012	0.22527	1	0.00012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7683	11488.4300506305	-4.68673539645646	0.931440841359586	-6.40809509579549	1.47348998006741e-10	1.92850368591223e-06	GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	9	6	0.03	1	7.9e-14	7.9e-14	7.9e-14	4e-10	7.9e-14	7.9e-14	GO:0001533	cornified envelope	20	7	0.09	1	1.7e-12	1.7e-12	1.7e-12	8.1e-14	1.7e-12	1.7e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7683	11488.4300506305	-4.68673539645646	0.931440841359586	-6.40809509579549	1.47348998006741e-10	1.92850368591223e-06	GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	9	6	0.03	1	7.9e-14	7.9e-14	7.9e-14	4e-10	7.9e-14	7.9e-14	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7683	11488.4300506305	-4.68673539645646	0.931440841359586	-6.40809509579549	1.47348998006741e-10	1.92850368591223e-06	GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	9	6	0.03	1	7.9e-14	7.9e-14	7.9e-14	4e-10	7.9e-14	7.9e-14	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7683	11488.4300506305	-4.68673539645646	0.931440841359586	-6.40809509579549	1.47348998006741e-10	1.92850368591223e-06	GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	9	6	0.03	1	7.9e-14	7.9e-14	7.9e-14	4e-10	7.9e-14	7.9e-14	GO:0005813	centrosome	235	6	1.06	12	0.00061	0.00061	0.00061	0.07566	0.00061	0.00061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7683	11488.4300506305	-4.68673539645646	0.931440841359586	-6.40809509579549	1.47348998006741e-10	1.92850368591223e-06	GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	9	6	0.03	1	7.9e-14	7.9e-14	7.9e-14	4e-10	7.9e-14	7.9e-14	GO:0016604	nuclear body	369	8	1.66	8	0.00021	0.00021	1.6e-05	0.00022	0.00021	0.00021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7683	11488.4300506305	-4.68673539645646	0.931440841359586	-6.40809509579549	1.47348998006741e-10	1.92850368591223e-06	GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	9	6	0.03	1	7.9e-14	7.9e-14	7.9e-14	4e-10	7.9e-14	7.9e-14	GO:0070062	extracellular exosome	251	7	1.13	6	0.00012	0.00012	0.00012	0.22527	1	0.00012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
